Dataset,Samples,Roll_RMSE_rad,Roll_RMSE_deg,Pitch_RMSE_rad,Pitch_RMSE_deg,Yaw_RMSE_rad,Yaw_RMSE_deg,3D_Avg_RMSE_rad,3D_Avg_RMSE_deg
D1,17219,0.03968982581700683,2.2740595089238655,0.030291932883002068,1.7355999074895747,0.13148935294225195,7.53378497449713,0.06715703721408695,3.8478147969701895
D2,11399,0.02989779669195181,1.7130175671890329,0.029003287366261545,1.6617659580918875,0.07718095559368815,4.422143014304954,0.04536067988396717,2.5989755131952914
D3,11429,0.04028586101294598,2.308209810092432,0.04902148479603663,2.808724184277632,0.18665340129399569,10.694452125907652,0.09198691570099277,5.270462040092572
D4,14397,0.42619029233119243,24.418905020024102,0.045276438971413396,2.5941488644436297,0.401757199045713,23.0189918943167,0.2910746434494396,16.677348592928144
D5,22249,0.18876017804095416,10.815161541884674,0.06969483529854904,3.993219916466253,0.282152083979736,16.16612359285964,0.18020236577307971,10.324835017070189
D6,34859,1.545880913579342,88.57245197792426,0.19486536725306552,11.164963116867455,1.7907101416049882,102.60013344523983,1.1771521408124652,67.44584951334384
